ID_Source,Product_Name,Price_Raw,Supplier_Name,Date_Scraped,Calories_Raw
906,Mega Tuna Flakes,207.24,SM Supermarket,2023-10-23,595 kcal
907,SAN MIGUEL SALT,174.45,Robinsons Supermarket,2023-10-06,336 kcal
908,Gardenia  Biscuits  Bottle,$104.16,Alfamart,2023-10-21,102 kcal
909,selecta chocolate bar bottle,159.68 eur,Waltermart,2023-10-24,170 kcal
910,Milo Chocolate Bar Pack of 3,$181.65,Robinsons Supermarket,2023-10-18,316kcal
911,mega wafer,67.82,SM Supermarket,2023-10-19,
912,Datu Puti Sardines Sachet,202.26 eur,Puregold,2023-10-09,557 kcal
913,San Miguel Shrimp Crackers,31.40,SM Supermarket,2023-10-09,116 kcal
914,JACK 'N JILL COOKIES,37.12,Waltermart,2023-10-02,514kcal
915,Nestle Potato Chips Bottle,106.03,Robinsons Supermarket,2023-10-02,236 kcal
916,monde tomato sauce pack of 3,99.42,Puregold,2023-10-20,374 kcal
917,Milo Instant Coffee Family Size,25.61,Waltermart,2023-10-02,
918,NOVA SUGAR FAMILY SIZE,,7-Eleven,2023-10-06,
919,lucky me chocolate drink bottle,15.39,7-Eleven,2023-10-03,81 kcal
920,jack 'n jill vienna sausage,207.81,Landers,2023-10-14,409 kcal
921,UFC Tomato Sauce Sachet,73.03,S&R,2023-10-20,
922,Magnolia Fruit Juice Pack of 3,,Alfamart,2023-10-08,
923,UFC RICE PACK OF 3,"111,42",7-Eleven,2023-10-03,91 kcal
924,Alaska Condensed Mil,$249.12,SM Supermarket,2023-10-13,
925,Magnolia  Corned  Beef,$198.02,Landers,2023-10-07,427 kcal
926,SkyFlakes Hotdog Pack of 3,231.04,S&R,2023-10-04,153 kcal
927,SAN MIGUEL SALT,46.12,SM Supermarket,2023-10-12,268 kcal
928,SAN MIGUEL COOKING OIL REFILL PACK,,Robinsons Supermarket,2023-10-11,
929,selecta tuna flakes bottle,$22.39,Landers,2023-10-10,188 kcal
930,alaska corned beef,43.33,7-Eleven,2023-10-05,341 kcal
931,Nescafe Cheese Pack of 3,177.62 eur,S&R,2023-10-11,
932,Purefoods Cheese,160.12,Landers,2023-10-05,493 kcal
933,CDO PEANUT BUTTER,"114,20",Landers,2023-10-05,367 kcal
934,Mega Chocolate Bar,73.78,Waltermart,2023-10-12,370 kcal
935,DATU PUTI PANCIT CANTON,133.95,7-Eleven,2023-10-26,403 kcal
936,gardenia wafer,127.94 eur,S&R,2023-10-12,523kcal
937,San Miguel Rice,146.30,S&R,2023-10-13,151 kcal
938,DEL MONTE TUNA FLAKES,165.79,Robinsons Supermarket,2023-10-09,235kcal
939,DATU PUTI CHOCOLATE DRINK,159.36,7-Eleven,2023-10-13,372 kcal
940,Century Tuna Pancit Canton Family Size,192.77 eur,Puregold,2023-10-20,388 kcal
941,GardeniaCrackers Family Size,,Robinsons Supermarket,2023-10-19,335 kcal
942,gardenia sardines,$178.16,7-Eleven,2023-10-17,461 kcal
943,Fita  Oatmeal  Family  Size,135.46,Robinsons Supermarket,2023-10-26,461 kcal
944,Fit Rice Refill Pack,$112.44,Landers,2023-10-11,568 kcal
945,argentina peanut butter family size,115.72,Landers,2023-10-25,163 kcal
946,Oishi Salt,230.03,SM Supermarket,2023-10-07,131 Kcal
947,Gardenia Crackers,$180.65,Alfamart,2023-10-25,364 kcal
948,Nova Crackers Family Size,23.43,Alfamart,2023-10-08,596kcal
949,lucky me oatmeal bottle,131.95,S&R,2023-10-25,425kcal
950,fita fruit juice sachet,56.63 eur,Robinsons Supermarket,2023-10-18,335 kcal
951,555 chocolate bar pack of 3,226.13,Robinsons Supermarket,2023-10-20,348 kcal
952,UFC Potato Cips Family Size,210.73 eur,Robinsons Supermarket,2023-10-10,537 kcal
953,SELECTA WAFER,220.06,7-Eleven,2023-10-20,546 kcal
954,argentina instant coffee pack of 3,246.16,Puregold,2023-10-17,255 kcal
955,nescafe vienna sausage,$59.52,S&R,2023-10-22,
956,GARDENIA SARDINES,49.17,7-Eleven,2023-10-21,91 kcal
957,chippy vienna sausage refill pack,,S&R,2023-10-18,111 cal
958,NOVA BISCUITS FAMILY SIZE,"49,89",Waltermart,2023-10-12,298 kcal
959,Reno  Tuna  Flakes,140.72,Robinsons Supermarket,2023-10-15,153 kcal
960,purefoods pancit canton pack of 3,96.94,Puregold,2023-10-15,116 cal
961,SELECTA CORNED BEEF,169.22 eur,SM Supermarket,2023-10-26,162 kcal
962,Lucky Me Cookies,49.83,Puregold,2023-10-09,268kcal
963,oishi cheese bottle,153.74,Waltermart,2023-10-22,571 kcal
964,Selecta Sugar Sachet,71.17,Robinsons Supermarket,2023-10-16,437 kcal
965,Century Tuna Salt,200.79,S&R,2023-10-18,339 kcal
966,Century Tuna Peanut Butte,22.76,SM Supermarket,2023-10-11,473 kcal
967,JACK 'N JILL HOTDOG,82.06 eur,Robinsons Supermarket,2023-10-04,406kcal
968,san miguel tuna flakes family size,184.11,S&R,2023-10-07,208 Kcal
969,CDO Tomato Sauce,1665,7-Eleven,2023-10-23,345 Kcal
970,Chippy Evaporated Milk,209.34,S&R,2023-10-19,
971,del monte chocolate bar pack of 3,25.38,SM Supermarket,2023-10-03,106 kcal
972,eden vienna sausage bottle,"28,64",Landers,2023-10-02,87 cal
973,mega shrimp crackers bottle,37.06,SM Supermarket,2023-10-05,361 kcal
974,piattos chocolate drink,206.45,Alfamart,2023-10-26,526 Kcal
975,NOVA CRACKERS,77.09,S&R,2023-10-19,187 kcal
976,Oishi  Pancit  Canton  Bottle,207.49,Alfamart,2023-10-02,374 kcal
977,Monde  Corned  Beef,69.88,Alfamart,2023-10-16,83 Kcal
978,SELECTA WAFER,238.23,Puregold,2023-10-11,164 kcal
979,UFC Chocolate Drink,$238.94,Robinsons Supermarket,2023-10-09,534 kcal
980,Del  Monte  Evaporated  Milk,$237.09,Puregold,2023-10-04,162 kcal
981,2 Sugar,126.27,SM Supermarket,2023-10-09,255 kcal
982,century tuna fruit juice,143.01,SM Supermarket,2023-10-01,594 kcal
983,Mega Instant Coffee Family Size,$112.49,SM Supermarket,2023-10-05,255 kcal
984,chippy evaporated milk family size,229.49,Puregold,2023-10-07,569 kcal
985,Magnolia  Instant  Coffee  Pack  of  3,"69,19",Waltermart,2023-10-03,166kcal
986,nova rice,114.19,SM Supermarket,2023-10-23,351 kcal
987,nescafe shrimp crackers sachet,23246,Alfamart,2023-10-27,327 kcal
988,Chippy Beef Loaf Family Size,128.79,Landers,2023-10-19,189kcal
989,CDO SPAGHETTI SAUCE FAMILY SIZE,36.82,7-Eleven,2023-10-03,578 cal
990,Fita Biscuits Family Size,160.84 eur,Waltermart,2023-10-28,283 kcal
991,CENTURY TUNA PEANUT BUTTER SACHET,106.74,Alfamart,2023-10-13,213 kcal
992,DATU PUTI SOY SAUCE FAMILY SIZE,217.19,7-Eleven,2023-10-01,
993,CDO  Chocolate  Bar,7187,Robinsons Supermarket,2023-10-19,448 cal
994,Century Tuna Spaghetti Sauce,203.81 eur,Landers,2023-10-08,259 cal
995,oishi shrimp crackers bottle,"192,24",Alfamart,2023-10-18,440kcal
996,monde instant coffee,117.10,Robinsons Supermarket,2023-10-21,149 kcal
997,SAN MIGUEL CHOCOLATE DRINK PACK OF 3,107.35,Waltermart,2023-10-20,206kcal
998,Alaska  Instant  Coffee  Family  Size,155.29,Puregold,2023-10-22,86kcal
999,lucky me crackers,"96,51",S&R,2023-10-20,353 kcal
1000,Jack 'n Jill Sardines,$157.25,Robinsons Supermarket,2023-10-05,456 kcal
1001,CENTURY TUNA COOKIES,81.25,Landers,2023-10-12,563 kcal
1002,BEAR BRAND CORNED BEEF,84.02,Alfamart,2023-10-01,262 kcal
1003,Nestle Biscuits,100.97,SM Supermarket,2023-10-21,523kcal
1004,Fita Soy Sauce Family Size,27.50,7-Eleven,2023-10-04,444 Kcal
1005,CDO SHRIMP CRACKERS,18570,SM Supermarket,2023-10-12,590 kcal
1006,Monde Chocolate Bar Family Size,18815,Waltermart,2023-10-19,222 kcal
1007,NOVA TOMATO SAUCE,54.13 eur,Alfamart,2023-10-02,596 kcal
1008,SAN MIGUEL SALT,180.82,Puregold,2023-10-19,214 kcal
1009,MILO HOTDOG,37.47,SM Supermarket,2023-10-08,584 kcal
1010,DEL MONTE MAYONNAISE,24.25 eur,S&R,2023-10-25,182kcal
1011,Milo Tomato Sauce,"158,18",Puregold,2023-10-21,504kcal
1012,Gardenia Crackers,117.38 eur,Waltermart,2023-10-23,418 kcal
1013,EDEN TOMATO SAUCE SACHET,239.49,Puregold,2023-10-16,
1014,Selecta Tuna Flkes Pack of 3,70.71,Robinsons Supermarket,2023-10-03,359 kcal
1015,C2 Spaghetti Sauc Family Size,226.27,S&R,2023-10-10,556 Kcal
1016,Bear Brand Cooking Oil Family Size,197.65,SM Supermarket,2023-10-13,211 kcal
1017,Magnolia Tomato Sauce Refill Pack,"63,35",Puregold,2023-10-21,555 kcal
1018,EDEN MAYONNAISE,228.77,S&R,2023-10-13,
1019,SkyFlakes Crackers,116.02,S&R,2023-10-28,81 kcal
1020,Nescafe  Mayonnaise,246.26,S&R,2023-10-22,393 cal
1021,purefoods crackers refill pack,217.38,Waltermart,2023-10-17,166 kcal
1022,CDO Beef Loaf,1860,Alfamart,2023-10-05,112 cal
1023,nescafe peanut butter,216.98,SM Supermarket,2023-10-09,218kcal
1024,MILO COOKIES,15.30,Puregold,2023-10-22,375kcal
1025,skyflakes shrimp crackers,80.59,Puregold,2023-10-02,542 kcal
1026,monde sugar,188.69,Landers,2023-10-05,198 kcal
1027,SKYFLAKES CHOCOLATE BAR SACHET,239.69,SM Supermarket,2023-10-06,86 kcal
1028,chippy corned beef pack of 3,$182.05,Puregold,2023-10-13,452 Kcal
1029,Alasa Crackers,,7-Eleven,2023-10-28,331 Kcal
1030,DEL MONTE CHOCOLATE BAR,58.60,7-Eleven,2023-10-23,505kcal
1031,Datu Puti Salt Sachet,147.64,Waltermart,2023-10-03,
1032,milo peanut butter pack of 3,"163,45",S&R,2023-10-24,182 kcal
1033,Fita Tomato Sauce Refill Pack,207.69,Landers,2023-10-21,274kcal
1034,Alaska Vienna Sausage Pack of 3,168.08 eur,Landers,2023-10-20,92 kcal
1035,San Miguel Wafer Sachet,117.53,Landers,2023-10-14,343 kcal
1036,Datu Puti Pancit Canton Pack of 3,34.01,7-Eleven,2023-10-23,481 kcal
1037,Fita Beef Loaf,149.65 eur,Landers,2023-10-22,489 cal
1038,Nescae Cheese,200.51,Alfamart,2023-10-09,274 kcal
1039,nestle evaporated milk bottle,0,S&R,2023-10-04,586 kcal
1040,Nescafe Spaghetti Sauce Refill Pack,101.47,Puregold,2023-10-17,
1041,CDO BEEF LOAF BOTTLE,$157.62,7-Eleven,2023-10-28,97 kcal
1042,Purefoods Biscuits Family Size,203.05,Alfamart,2023-10-07,170 kcal
1043,Bear Brand Crackers Sachet,42.57,Waltermart,2023-10-08,510 kcal
1044,NESTLE COOKIES PACK OF 3,228.30,Waltermart,2023-10-12,342 kcal
1045,san miguel tomato sauce,15.63,Alfamart,2023-10-04,469 kcal
1046,RENO SARDINES,119.42,S&R,2023-10-28,126 kcal
1047,Nestle Crackers Pack of 3,189.49,Robinsons Supermarket,2023-10-26,580 kcal
1048,oishi shrimp crackers,72.91,7-Eleven,2023-10-10,507 kcal
1049,RENO PANCIT CANTON,"173,24",Robinsons Supermarket,2023-10-07,362kcal
1050,Oishi Tomato Sauce,22.48,Waltermart,2023-10-18,237 kcal
1051,NESCAFE TUNA FLAKES,19.58,Alfamart,2023-10-14,125 Kcal
1052,Lucky Me Biscuits,206.77,Alfamart,2023-10-20,413 cal
1053,eden sardines,58.85,Robinsons Supermarket,2023-10-03,235 kcal
1054,nestle potato chips refill pack,211.94,Alfamart,2023-10-02,83 Kcal
1055,FITA CHEESE,235.17,Landers,2023-10-07,201 kcal
1056,mega tuna flakes,196.87,Puregold,2023-10-17,218 kcal
1057,nescafe mayonnaise family size,249.63 eur,7-Eleven,2023-10-14,465 kcal
1058,Eden Rice,$117.17,Alfamart,2023-10-07,413 kcal
1059,555 tuna flakes pack of 3,,Robinsons Supermarket,2023-10-19,
1060,Century  Tuna  Soy  Sauce,206.95,Waltermart,2023-10-16,571 Kcal
1061,Nestle  Corned  Beef,"36,75",Robinsons Supermarket,2023-10-23,147 kcal
1062,555 SOY SAUCE PACK OF 3,52.08,S&R,2023-10-12,131 kcal
1063,NESCAFE INSTANT COFFEE BOTTLE,145.91,SM Supermarket,2023-10-19,290 cal
1064,Chipy Biscuits,233.33 eur,Puregold,2023-10-10,405 Kcal
1065,bear brand wafer,,Robinsons Supermarket,2023-10-09,449kcal
1066,c2 condensed milk,145.19,S&R,2023-10-03,595 kcal
1067,555 SHRIMP CRACKERS SACHET,60.15,Puregold,2023-10-17,187 kcal
1068,Gardenia Soy Sauce FamilySize,$63.64,Waltermart,2023-10-21,423 kcal
1069,Century  Tuna  Beef  Loaf  Bottle,"30,68",SM Supermarket,2023-10-16,140 Kcal
1070,Century una Spaghetti Sauce Bottle,215.09,7-Eleven,2023-10-08,297 kcal
1071,PUREFOODS VIENNA SAUSAGE BOTTLE,0,7-Eleven,2023-10-21,
1072,Eden Cookies Refll Pack,17833,Robinsons Supermarket,2023-10-23,87 kcal
1073,San Miguel Vienna Sausage,$146.21,7-Eleven,2023-10-22,
1074,Jack 'n Jill Rice Family ize,203.03,7-Eleven,2023-10-28,147 kcal
1075,Chippy  Sardines,"129,12",Alfamart,2023-10-21,458 Kcal
1076,chippy evaporated milk sachet,123.57,SM Supermarket,2023-10-18,191kcal
1077,San  Miguel  Evaporated  Milk  Family  Size,150.47,7-Eleven,2023-10-03,302 kcal
1078,ARGENTINA PANCIT CANTON,135.77,Robinsons Supermarket,2023-10-08,538 kcal
1079,lucky me fruit juice,234.98,Landers,2023-10-06,100 cal
1080,ufc vienna sausage bottle,$110.78,Waltermart,2023-10-15,139 kcal
1081,Purefoods Chocolate Drin,"165,16",SM Supermarket,2023-10-10,369 kcal
1082,milo beef loaf bottle,74.18,Landers,2023-10-19,559 kcal
1083,jack 'n jill salt,165.74,Alfamart,2023-10-16,126 kcal
1084,FITA RICE,5289,S&R,2023-10-13,396 kcal
1085,eden hotdog,171.59,7-Eleven,2023-10-19,180 kcal
1086,CDO Hotdog Packof 3,232.13 eur,S&R,2023-10-04,
1087,gardenia tomato sauce sachet,$46.06,Alfamart,2023-10-28,490 cal
1088,monde chocolate bar sachet,,Puregold,2023-10-28,458 kcal
1089,555 Oatmeal,232.28,Landers,2023-10-24,505 kcal
1090,Argentina Pancit Canton,189.53 eur,Robinsons Supermarket,2023-10-19,384 kcal
1091,Del Monte Beef Loaf,57.35,Robinsons Supermarket,2023-10-07,117 kcal
1092,lucky me evaporated milk,112.58,Puregold,2023-10-11,557 kcal
1093,bear brand salt,196.82,Robinsons Supermarket,2023-10-16,307kcal
1094,MEGA INSTANT COFFEE REFILL PACK,122.47,Alfamart,2023-10-02,214 kcal
1095,San  Miguel  Condensed  Milk  Bottle,226.21,Waltermart,2023-10-26,171 kcal
1096,JACK 'N JILL INSTANT COFFEE,49.19,Landers,2023-10-24,600 cal
1097,lucky me sardines,,Landers,2023-10-17,325 kcal
1098,Nestl Mayonnaise,45.11 eur,S&R,2023-10-06,89 kcal
1099,ufc mayonnaise,169.56,Waltermart,2023-10-28,250 kcal
1100,nova oatmeal,91.92,S&R,2023-10-17,132 kcal
1101,reno evaporated milk,94.01,SM Supermarket,2023-10-27,447 kcal
1102,Nescafe Mayonnaise,104.94 eur,Waltermart,2023-10-27,320 kcal
1103,jack 'n jill shrimp crackers family size,212.57,S&R,2023-10-16,226 cal
1104,Century Tuna Pancit Canton,,7-Eleven,2023-10-06,439 kcal
1105,chippy cookies,123.20,SM Supermarket,2023-10-18,207 Kcal
1106,Magnolia Wafer,192.24,7-Eleven,2023-10-24,584kcal
1107,555 Spaghetti Sauce,$108.58,S&R,2023-10-19,
1108,century tuna evaporated milk sachet,187.12,Puregold,2023-10-02,188 kcal
1109,mega soy sauce,104.50,Waltermart,2023-10-15,
1110,jack 'n jill evaporated milk sachet,233.32,Landers,2023-10-28,533 kcal
1111,Jack 'n Jill Sugar Sachet,83.82,7-Eleven,2023-10-03,596 kcal
1112,Mega Cooking Oi,140.33,Puregold,2023-10-21,252 kcal
1113,chippy beef loaf,22.21,Landers,2023-10-12,520 kcal
1114,Selecta Biscuits,,7-Eleven,2023-10-12,541 kcal
1115,CENTURY TUNA FRUIT JUICE FAMILY SIZE,142.51,Alfamart,2023-10-18,
1116,Jack 'n Jill Cheese Pack of 3,93.43,SM Supermarket,2023-10-23,281 kcal
1117,CENTURY TUNA COOKIES SACHET,79.21,7-Eleven,2023-10-05,428kcal
1118,c2 shrimp crackers pack of 3,48.80,Alfamart,2023-10-28,
1119,555 cheese,193.90,Puregold,2023-10-11,246 kcal
1120,monde pancit canton family size,108.24,Waltermart,2023-10-01,396kcal
1121,Chippy Tomato Sauce,107.32,Waltermart,2023-10-13,120 kcal
1122,Del  Monte  Evaporated  Milk  Family  Size,"112,25",SM Supermarket,2023-10-03,
1123,Reno Evaporated Milk,,Puregold,2023-10-15,214 Kcal
1124,Magnolia Instant Coffee Refill Pack,165.18,SM Supermarket,2023-10-09,403 kcal
1125,oishi chocolate drink,233.25,Robinsons Supermarket,2023-10-07,88 Kcal
1126,Jack 'n Jill Hotdog Sachet,64.66,7-Eleven,2023-10-13,545 kcal
1127,oishi condensed milk bottle,161.00,Puregold,2023-10-24,301 kcal
1128,NOVA WAFER REFILL PACK,$208.33,7-Eleven,2023-10-09,257kcal
1129,argentina mayonnaise,61.74,S&R,2023-10-08,465 kcal
1130,C2 OATMEAL,$50.73,7-Eleven,2023-10-25,152 Kcal
1131,skyflakes cheese,123.41,Landers,2023-10-08,282 cal
1132,Del Monte Cackers,195.46,Alfamart,2023-10-05,206 kcal
1133,gardenia sugar,115.16,Landers,2023-10-27,187 Kcal
1134,San Miguel Beef Loaf,108.12,Robinsons Supermarket,2023-10-10,215 kcal
1135,RENO CHOCOLATE BAR PACK OF 3,226.43,7-Eleven,2023-10-09,201 kcal
1136,555 Mayonnaise Bottle,230.04,7-Eleven,2023-10-10,284 kcal
1137,eno Rice Bottle,157.58,SM Supermarket,2023-10-11,340 kcal
1138,555 cookies,$177.91,Landers,2023-10-19,554 kcal
1139,Piattos Biscuits Sachet,128.68,Puregold,2023-10-24,199 kcal
1140,DATU PUTI WAFER,$159.41,Alfamart,2023-10-13,417 Kcal
1141,Nestle Tuna Flakes,249.62,Puregold,2023-10-09,274 kcal
1142,c2 evaporated milk,38.16 eur,Robinsons Supermarket,2023-10-28,442 kcal
1143,Purefoods Chocolate Bar,21093,Alfamart,2023-10-20,169 kcal
1144,milo potato chips,183.22,Puregold,2023-10-07,301 Kcal
1145,UFC  Condensed  Milk  Family  Size,184.13,Alfamart,2023-10-20,397 kcal
1146,SKYFLAKES CORNED BEEF,$164.38,S&R,2023-10-14,523 kcal
1147,Selecta Chocolate Drink,70.62,Alfamart,2023-10-08,561 kcal
1148,lucky me peanut butter sachet,"68,25",Waltermart,2023-10-15,148 kcal
1149,Argentina Tomat Sauce Bottle,64.62,Puregold,2023-10-02,201 kcal
1150,Mega Sugar,25.80,Puregold,2023-10-07,251 kcal
1151,San Miguel Fruit Juice,211.61,Robinsons Supermarket,2023-10-21,318 Kcal
1152,Mega  Beef  Loaf  Sachet,140.46,Robinsons Supermarket,2023-10-22,206 kcal
1153,Purefoods Fruit Juice,112.62 eur,SM Supermarket,2023-10-06,119 kcal
1154,ufc instant coffee,104.95,S&R,2023-10-15,265 kcal
1155,NOVA RICE,19421,SM Supermarket,2023-10-26,209 kcal
1156,Monde Tmato Sauce,94.29,S&R,2023-10-14,105kcal
1157,Jack  'n  Jill  Fruit  Juice  Sachet,58.52,Landers,2023-10-03,172 kcal
1158,Jack 'n Jill Condensed Milk Family Size,27.73,Landers,2023-10-16,188 Kcal
1159,Argentina Potato Chips Family ize,152.77,7-Eleven,2023-10-16,543 Kcal
1160,Mega Oatmeal,$127.91,Landers,2023-10-17,178 kcal
1161,Monde Sugar Family Size,166.73 eur,Waltermart,2023-10-21,
1162,PIATTOS PANCIT CANTON,"154,45",SM Supermarket,2023-10-23,589 kcal
1163,nescafe oatmeal,$26.26,Robinsons Supermarket,2023-10-26,492kcal
1164,OISHI PANCIT CANTON BOTTLE,93.46,Waltermart,2023-10-05,
1165,Del Monte Shrimp Crackers,14035,Puregold,2023-10-17,432kcal
1166,nescafe tomato sauce,87.89,Puregold,2023-10-04,595 kcal
1167,GARDENIA TOMATO SAUCE,6290,Alfamart,2023-10-20,384 kcal
1168,fita cooking oil,21334,SM Supermarket,2023-10-19,280 kcal
1169,selecta fruit juice,42.41,SM Supermarket,2023-10-21,414 cal
1170,DATU PUTI SALT FAMILY SIZE,175.28,Puregold,2023-10-01,469 kcal
1171,lucky me beef loaf,232.93,7-Eleven,2023-10-21,574 Kcal
1172,nestle corned beef,"90,90",7-Eleven,2023-10-14,287 Kcal
1173,Del  Monte  Tuna  Flakes  Bottle,0,S&R,2023-10-11,275 kcal
1174,Milo Evaporated Milk,"197,00",Puregold,2023-10-09,595 kcal
1175,Nova Salt,108.08,Waltermart,2023-10-22,144 kcal
1176,Gardenia Corned Bef,,Waltermart,2023-10-18,
1177,Magolia Vienna Sausage Sachet,248.79,Landers,2023-10-26,342 cal
1178,RenoChocolate Bar Sachet,"222,80",Landers,2023-10-06,252 kcal
1179,Monde Tomato Sauce,93.81 eur,7-Eleven,2023-10-21,84 Kcal
1180,C2 Vienna Sausage Bottle,69.76,Alfamart,2023-10-19,341 kcal
1181,eden chocolate bar,172.29,Waltermart,2023-10-02,412kcal
1182,lucky me fruit juice,91.68,SM Supermarket,2023-10-08,92 cal
1183,MONDE WAFER,234.66,Alfamart,2023-10-12,360 kcal
1184,jack 'n jill corned beef sachet,,Puregold,2023-10-06,299 kcal
1185,RENO COOKIES,39.43,Waltermart,2023-10-25,380 kcal
1186,Bear  Brand  Corned  Beef,97.49,SM Supermarket,2023-10-17,284 kcal
1187,bear brand peanut butter refill pack,2069,7-Eleven,2023-10-28,405 kcal
1188,SAN MIGUEL COOKING OIL BOTTLE,$230.24,S&R,2023-10-20,224 kcal
1189,555 Sugar Refill Pack,196.25,Puregold,2023-10-24,411 kcal
1190,555  Vienna  Sausage,176.82,Robinsons Supermarket,2023-10-23,
1191,gardenia fruit juice bottle,81.24,S&R,2023-10-25,270 kcal
1192,nestle chocolate drink,246.96,Alfamart,2023-10-12,
1193,Argentina Shrimp Crackers Family Size,$35.72,SM Supermarket,2023-10-26,
1194,Gardenia Tomato Sauce,146.87,S&R,2023-10-15,
1195,C2 OATMEAL,86.33,SM Supermarket,2023-10-11,172 kcal
1196,c2 crackers bottle,48.08,7-Eleven,2023-10-26,
1197,Selecta Vienna Sausage,137.93,SM Supermarket,2023-10-19,
1198,CENTURY TUNA VIENNA SAUSAGE,93.45,Landers,2023-10-19,252 kcal
1199,san miguel wafer family size,189.87 eur,Waltermart,2023-10-03,404 Kcal
1200,san miguel chocolate bar,218.03,Landers,2023-10-17,263 Kcal
1201,SkyFlakesCooking Oil,$15.11,7-Eleven,2023-10-28,187 cal
1202,Fita Corned Beef Family Size,97.28,SM Supermarket,2023-10-10,508 kcal
1203,Chippy Evaporated Milk Family Size,106.10,Landers,2023-10-27,415kcal
1204,SkyFlakes Instant Coffee,21.49,Waltermart,2023-10-01,354 kcal
1205,Chippy Hotdog,70.96,7-Eleven,2023-10-14,393 kcal
1206,555 Mayonnaise,21942,Puregold,2023-10-25,401 Kcal
1207,Mega Mayonnaise Refill Pack,"228,41",S&R,2023-10-06,203 cal
1208,Nova Rice Pack of 3,223.36,Landers,2023-10-16,379 Kcal
1209,Nestle Potato Chips,22.49,SM Supermarket,2023-10-19,243 kcal
1210,purefoods vienna sausage,0,Alfamart,2023-10-23,261 kcal
1211,Oishi Crackers,"15,46",Alfamart,2023-10-01,359 kcal
1212,Chippy  Chocolate  Bar  Sachet,1885,Alfamart,2023-10-02,383 kcal
1213,Purefoods  Chocolate  Drink,49.74,SM Supermarket,2023-10-11,300 cal
1214,magnolia beef loaf,$175.45,Puregold,2023-10-26,449kcal
1215,selecta wafer,"53,09",7-Eleven,2023-10-11,265 kcal
1216,Bear Brand Evaporated Milk,$78.78,Puregold,2023-10-18,572 kcal
1217,Milo Mayonnaise Refill Pack,39.38,Puregold,2023-10-24,233kcal
1218,alaska tomato sauce family size,"184,45",Landers,2023-10-13,261 kcal
1219,Jack 'n Jill Vienna Sausage,194.59,Puregold,2023-10-14,454 cal
1220,alaska soy sauce,228.71,Alfamart,2023-10-15,373 Kcal
1221,datu puti fruit juice,217.05,Robinsons Supermarket,2023-10-15,420 Kcal
1222,Magnolia  Oatmeal  Family  Size,,Puregold,2023-10-22,474 kcal
1223,MONDE SPAGHETTI SAUCE,219.44,Puregold,2023-10-01,387 Kcal
1224,JACK 'N JILL PANCIT CANTON,$74.77,Robinsons Supermarket,2023-10-10,193kcal
1225,Bear Brand Instant Coffee,$22.95,Robinsons Supermarket,2023-10-22,409 kcal
1226,Datu Puti Fruit Juice,198.22 eur,Puregold,2023-10-27,395kcal
1227,Lucky Me Shrimp Crackers Bottle,"36,44",Puregold,2023-10-21,338 kcal
1228,lucky me fruit juice,"187,67",SM Supermarket,2023-10-26,407 kcal
1229,DEL MONTE PEANUT BUTTER,52.26,S&R,2023-10-09,489 kcal
1230,PIATTOS SPAGHETTI SAUCE BOTTLE,,Alfamart,2023-10-19,389 Kcal
1231,Eden Sugar,62.27,SM Supermarket,2023-10-07,314kcal
1232,MAGNOLIA HOTDOG,,7-Eleven,2023-10-14,426 kcal
1233,Piattos Tomato Sauce Family Size,113.93,Puregold,2023-10-25,555 kcal
1234,DATU PUTI SARDINES FAMILY SIZE,42.51,Alfamart,2023-10-17,407 kcal
1235,Gardenia Chocolate Drink,"38,73",SM Supermarket,2023-10-17,121 kcal
1236,PUREFOODS FRUIT JUICE,62.94,Landers,2023-10-25,
1237,ALASKA WAFER,168.69,Landers,2023-10-16,263kcal
1238,PIATTOS CRACKERS,72.11,S&R,2023-10-07,375 kcal
1239,SkyFlakes Oatmal,$89.92,S&R,2023-10-10,286 kcal
1240,BEAR BRAND WAFER,168.67,Puregold,2023-10-16,559 kcal
1241,Nova  Tomato  Sauce,33.80,Robinsons Supermarket,2023-10-12,102 kcal
1242,Del Mnte Tomato Sauce,20542,Puregold,2023-10-19,
1243,nescafe cheese sachet,0,Robinsons Supermarket,2023-10-25,396 kcal
1244,Mega  Tomato  Sauce  Pack  of  3,113.26,Landers,2023-10-01,576 kcal
1245,Reno Oatmeal,220.94,7-Eleven,2023-10-07,255 kcal
1246,Oishi Crackers,196.92,7-Eleven,2023-10-06,299 kcal
1247,CHIPPY SPAGHETTI SAUCE REFILL PACK,202.50,Puregold,2023-10-08,350 Kcal
1248,PIATTOS OATMEAL,72.27 eur,S&R,2023-10-02,229 kcal
1249,Nestle Tuna Flakes,125.85,S&R,2023-10-24,
1250,Fita  Biscuits,207.91,Alfamart,2023-10-19,227kcal
1251,PUREFOODS OATMEAL PACK OF 3,177.74 eur,SM Supermarket,2023-10-04,214 cal
1252,C2 Mayonaise,"134,34",SM Supermarket,2023-10-04,503 kcal
1253,ufc vienna sausage,51.62,Robinsons Supermarket,2023-10-06,515 kcal
1254,Ren Tuna Flakes,208.14,S&R,2023-10-21,495 kcal
1255,UFC Biscuits,227.16,S&R,2023-10-03,224 kcal
1256,CDO Cooking Oil,219.05,Robinsons Supermarket,2023-10-27,550 kcal
1257,ALASKA SOY SAUCE FAMILY SIZE,"210,88",S&R,2023-10-08,
