display_title,avg_price,avg_calories,occurrence_count
Mega Oatmeal,94.1,318.8,4
SKYFLAKES CHOCOLATE BAR SACHET,187.06,275.0,4
purefoods evaporated milk,146.8,513.8,4
Del Monte Rice Family Size,157.95,273.0,4
Eden  Chocolate  Bar,2293.14,437.5,4
c2 rice,181.24,300.2,4
ufc sardines,83.76,350.8,4
Milo Peanut Butter,191.97,390.0,4
EDEN PEANUT BUTTER SACHET,69.67,441.8,4
C2  Soy  Sauce,170.34,358.8,4
CHIPPY EVAPORATED MILK SACHET,146.82,342.2,4
ufc hotdog,114.76,317.5,4
555 tomato sauce,140.73,428.8,4
Century  Tuna  Cookies  Family  Size,166.47,343.0,4
Gardenia  Mayonnaise,100.68,475.8,4
Nescafe Rice,154.99,430.5,4
UFC PEANUT BUTTER,163.31,326.0,4
555  Biscuits,176.75,413.8,4
FITA COOKIES,161.61,355.2,4
Reno  Wafer,228.24,307.8,4
NESTLE EVAPORATED MILK,155.4,385.0,4
Mega  Chocolate  Bar,142.78,355.0,4
Jack  'n  Jill  Cheese  Sachet,69.73,279.5,4
ufc beef loaf,146.24,441.0,4
mega chocolate drink,147.26,332.0,4
Chippy  Cooking  Oil,152.67,371.8,4
Alaska  Corned  Beef,126.48,352.2,4
nescafe mayonnaise family size,164.67,271.5,4
Nova  Wafer,151.16,211.0,4
C2 Cooking Oil,113.84,364.8,4
555 Cooking Oil,124.54,387.8,4
jack 'n jill spaghetti sauce,168.69,415.8,4
Argentina  Cheese,99.83,361.0,4
del monte evaporated milk pack of 3,211.0,227.0,4
chippy instant coffee,96.68,179.8,4
Reno  Condensed  Milk,130.12,331.8,4
datu puti condensed milk,158.11,446.5,4
Nescafe  Sardines,123.22,456.8,4
Nestle Vienna Sausage,130.86,259.0,4
UFC  Cookies,177.58,277.8,4
Lucky Me Peanut Butter,2492.36,297.0,4
OISHI RICE,134.19,414.0,4
Bear Brand Rice,144.98,313.8,4
San  Miguel  Beef  Loaf,141.67,176.2,4
Century  Tuna  Salt,140.87,358.2,4
Milo Soy Sauce Family Size,149.49,326.8,4
CHIPPY SPAGHETTI SAUCE REFILL PACK,115.09,399.8,4
San  Miguel  Beef  Loaf  Family  Size,108.12,445.0,4
Nescafe Cooking Oil,177.46,234.8,4
Argentina  Vienna  Sausage,117.66,256.0,4
Mega Cooking Oil,80.67,309.2,4
Argentina  Sardines  Family  Size,99.28,388.0,3
MILO SHRIMP CRACKERS,99.62,308.7,3
MAGNOLIA SHRIMP CRACKERS SACHET,73.28,421.7,3
century tuna cooking oil,145.77,200.3,3
Selecta  Sardines,142.23,291.7,3
Nova Spaghetti Sauce Bottle,99.4,216.7,3
Fita Tuna Flakes Family Size,81.48,272.0,3
alaska peanut butter,125.71,430.0,3
monde instant coffee,143.07,306.3,3
Chippy Tuna Flakes Sachet,166.31,332.0,3
Lucky Me Rice,108.85,390.7,3
Bear Brand Vienna Sausage,92.88,222.7,3
oishi evaporated milk sachet,159.83,175.3,3
EDEN COOKING OIL,130.75,315.3,3
ARGENTINA COOKING OIL,156.34,488.0,3
FITA OATMEAL,143.0,441.7,3
Jack  'n  Jill  Oatmeal,111.2,185.7,3
Nestle  Chocolate  Bar,81.88,354.3,3
Fita  Mayonnaise,133.38,294.0,3
Oishi  Fruit  Juice,200.26,395.7,3
Mega Shrimp Crackers Family Size,124.07,513.3,3
Jack 'n Jill Chocolate Bar,126.52,305.7,3
CDO MAYONNAISE,158.03,428.7,3
San Miguel Evaporated Milk,154.54,414.0,3
mega condensed milk,151.49,335.0,3
Fita  Tomato  Sauce  Bottle,104.06,277.3,3
Selecta Potato Chips,164.01,117.0,3
Gardenia  Cheese  Pack  of  3,116.5,375.7,3
C2 WAFER REFILL PACK,115.79,254.3,3
c2 salt sachet,143.66,464.3,3
magnolia biscuits,92.94,195.0,3
chippy potato chips family size,166.48,323.3,3
CDO Spaghetti Sauce,119.4,408.3,3
skyflakes wafer family size,182.66,373.7,3
Milo  Evaporated  Milk  Sachet,129.94,281.0,3
CENTURY TUNA CONDENSED MILK,177.13,244.3,3
SAN MIGUEL RICE PACK OF 3,94.36,432.7,3
del monte cooking oil family size,675.3,129.7,3
Mega  Mayonnaise  Refill  Pack,185.29,380.0,3
San Miguel Rice,125.75,202.3,3
CHIPPY COOKIES REFILL PACK,190.02,418.0,3
DATU PUTI CHOCOLATE DRINK,101.16,323.0,3
nescafe oatmeal refill pack,83.76,411.7,3
Monde Peanut Butter Sachet,130.83,329.0,3
JACK 'N JILL SUGAR PACK OF 3,151.25,213.0,3
Oishi  Shrimp  Crackers  Refill  Pack,163.64,409.3,3
argentina soy sauce bottle,152.55,368.7,3
Chippy  Vienna  Sausage,74.15,299.3,3
MEGA PANCIT CANTON,108.89,273.7,3
oishi sugar pack of 3,3345.48,279.3,3
SkyFlakes Tuna Flakes Bottle,149.97,382.3,3
datu puti cooking oil,107.93,401.0,3
Milo Sugar,155.34,346.7,3
century tuna potato chips,101.31,203.7,3
century tuna pancit canton,146.2,416.0,3
Reno Salt,65.65,392.3,3
OISHI SPAGHETTI SAUCE,197.74,246.7,3
lucky me soy sauce,203.4,441.0,3
Nescafe  Salt,141.56,305.7,3
Reno  Crackers,181.46,237.3,3
SELECTA WAFER PACK OF 3,109.21,254.3,3
Nescafe  Fruit  Juice  Bottle,150.55,402.0,3
Alaska  Spaghetti  Sauce,106.58,396.3,3
GARDENIA PEANUT BUTTER,120.04,382.7,3
eden sardines,139.79,337.0,3
Jack  'n  Jill  Wafer  Bottle,181.34,186.3,3
chippy chocolate bar family size,94.16,315.3,3
C2  Salt,85.41,366.7,3
magnolia evaporated milk,130.98,379.0,3
DATU PUTI CRACKERS,93.43,312.0,3
SkyFlakes Shrimp Crackers Pack of 3,189.94,208.3,3
Monde Corned Beef Refill Pack,3198.68,434.7,3
Milo  Soy  Sauce,134.84,399.7,3
Lucky  Me  Oatmeal,114.46,395.7,3
SkyFlakes Sardines,167.51,313.0,3
C2 SALT PACK OF 3,148.98,408.7,3
alaska evaporated milk sachet,186.82,345.7,3
Milo  Fruit  Juice,200.84,367.7,3
C2 Pancit Canton,140.31,232.7,3
NESTLE COOKIES REFILL PACK,109.44,289.0,3
Century Tuna Chocolate Bar,192.14,382.7,3
lucky me salt,95.93,373.3,3
reno tomato sauce sachet,169.06,213.0,3
fita chocolate bar pack of 3,67.57,397.0,3
PIATTOS PEANUT BUTTER,184.62,248.7,3
Nescafe Soy Sauce Sachet,143.18,460.0,3
Bear  Brand  Cheese  Pack  of  3,118.02,256.3,3
bear brand salt bottle,123.31,400.7,3
555 Spaghetti Sauce,156.76,323.7,3
Nestle Potato Chips,153.77,187.7,3
NOVA VIENNA SAUSAGE BOTTLE,135.23,332.0,3
Datu  Puti  Shrimp  Crackers,154.96,299.0,3
oishi oatmeal,154.32,380.3,3
JACK 'N JILL SOY SAUCE,561.63,325.0,3
jack 'n jill tomato sauce pack of 3,131.4,320.3,3
chippy fruit juice refill pack,107.08,227.0,3
Datu Puti Peanut Butter,167.17,325.7,3
Selecta Biscuits,81.98,390.3,3
Chippy  Soy  Sauce  Refill  Pack,132.7,257.0,3
gardenia pancit canton,135.12,404.0,3
C2  Rice  Pack  of  3,128.48,315.7,3
magnolia spaghetti sauce bottle,170.13,365.0,3
SELECTA SUGAR,202.27,359.7,3
Century Tuna Mayonnaise,100.71,321.7,3
C2 Condensed Milk Sachet,208.44,463.0,3
Bear  Brand  Instant  Coffee  Bottle,117.0,352.0,3
Eden Cheese,186.02,328.3,3
PUREFOODS MAYONNAISE FAMILY SIZE,152.91,209.0,3
Nova  Potato  Chips,184.2,222.0,3
SkyFlakes Chocolate Drink,138.96,389.3,3
Purefoods  Pancit  Canton  Pack  of  3,109.18,242.7,3
Oishi Soy Sauce,141.47,431.0,3
JACK 'N JILL HOTDOG,1071.49,389.7,3
Jack  'n  Jill  Corned  Beef,103.99,334.7,3
Datu  Puti  Tomato  Sauce,146.29,292.3,3
Century Tuna Oatmeal Sachet,124.08,354.3,3
Del  Monte  Biscuits,100.22,465.0,3
SAN MIGUEL CORNED BEEF,173.26,235.3,3
RENO CHOCOLATE BAR PACK OF 3,146.08,343.3,3
lucky me evaporated milk,132.18,526.7,3
Mega Hotdog,173.15,499.3,3
Lucky  Me  Condensed  Milk,153.32,273.3,3
century tuna rice,102.73,314.3,3
monde cooking oil,108.81,298.3,3
bear brand condensed milk family size,111.03,409.0,3
Nestle Tomato Sauce Bottle,34.89,211.0,3
Eden  Instant  Coffee  Refill  Pack,118.49,350.7,3
oishi sugar,131.61,438.7,3
Mega Hotdog Family Size,143.48,212.7,3
skyflakes oatmeal pack of 3,137.04,402.0,3
Mega  Beef  Loaf  Sachet,2992.6,322.7,3
Nescafe  Condensed  Milk  Refill  Pack,154.24,225.3,3
Eden Tomato Sauce,63.67,347.7,3
SkyFlakes  Cheese  Sachet,1532.14,274.7,3
bear brand cookies bottle,93.62,379.3,3
LUCKY ME SPAGHETTI SAUCE SACHET,152.84,469.0,3
lucky me biscuits pack of 3,130.24,279.3,3
San Miguel Sugar,3374.19,429.3,3
Monde  Peanut  Butter,84.76,201.3,3
Piattos  Chocolate  Bar,62.73,248.7,3
selecta soy sauce,99.06,351.7,3
Gardenia Beef Loaf,124.48,373.7,3
SKYFLAKES EVAPORATED MILK,118.63,435.7,3
Mega  Crackers,136.93,444.0,3
skyflakes condensed milk,97.34,304.0,3
FITA SOY SAUCE,160.33,422.3,3
CDO Wafer,197.83,370.0,3
Gardenia  Evaporated  Milk,153.01,408.0,3
Purefoods Cooking Oil,110.76,392.0,3
Eden Fruit Juice,106.55,366.3,3
del monte chocolate drink bottle,115.44,417.3,3
Piattos  Cooking  Oil,203.36,423.7,3
chippy oatmeal bottle,173.69,333.0,3
datu puti tuna flakes,97.79,415.7,3
Oishi  Pancit  Canton  Bottle,154.75,402.0,3
Chippy  Salt,79.77,273.0,3
lucky me soy sauce refill pack,95.4,369.7,3
C2  Spaghetti  Sauce,152.69,202.3,3
Mega  Pancit  Canton  Bottle,177.43,441.3,3
San  Miguel  Rice  Sachet,128.41,330.3,3
Argentina  Chocolate  Drink,101.9,273.3,3
RENO TOMATO SAUCE REFILL PACK,200.33,267.0,3
Datu Puti Rice,126.7,384.7,3
Argentina Shrimp Crackers,101.09,267.3,3
Fita Tuna Flakes Refill Pack,138.64,365.0,3
alaska hotdog,123.84,295.7,3
Century  Tuna  Potato  Chips  Pack  of  3,121.74,298.3,3
Monde Crackers,44.97,305.7,3
UFC EVAPORATED MILK,1878.64,359.3,3
Milo  Sardines,116.06,281.7,3
Mega Instant Coffee Family Size,96.15,406.7,3
San  Miguel  Cookies,59.35,389.3,3
Bear Brand Evaporated Milk,95.1,302.7,3
Nestle Salt Pack of 3,184.4,370.7,3
Gardenia Potato Chips,135.64,274.7,3
UFC SALT,162.74,557.3,3
CENTURY TUNA SUGAR,193.53,442.0,3
DEL MONTE TUNA FLAKES,144.15,274.7,3
selecta crackers sachet,70.94,347.7,3
Jack 'n Jill Peanut Butter Family Size,135.76,357.7,3
bear brand sardines,89.84,349.3,3
UFC  Instant  Coffee,98.21,342.3,3
jack 'n jill mayonnaise,130.64,340.7,3
Century Tuna Spaghetti Sauce,133.1,354.3,3
Del Monte Corned Beef,208.05,234.7,3
Magnolia Peanut Butter,169.21,229.7,3
jack 'n jill cookies family size,2983.87,225.3,3
555 SHRIMP CRACKERS SACHET,110.07,302.0,3
c2 peanut butter,159.5,258.0,3
nestle sardines,193.84,482.7,3
century tuna tomato sauce,196.1,200.0,3
UFC SHRIMP CRACKERS,100.11,306.3,3
Nova  Corned  Beef  Refill  Pack,113.95,470.3,3
Del  Monte  Oatmeal  Refill  Pack,207.55,347.7,3
milo shrimp crackers family size,202.51,403.7,3
SkyFlakes Corned Beef Pack of 3,137.45,384.3,3
chippy cookies,158.09,243.0,3
gardenia vienna sausage family size,77.25,265.0,3
Mega  Mayonnaise,152.99,285.3,3
SELECTA SHRIMP CRACKERS,171.84,288.7,3
century tuna sardines,112.87,418.7,3
PUREFOODS BISCUITS,128.47,241.7,3
chippy chocolate bar refill pack,110.78,468.0,3
Nestle  Peanut  Butter,123.38,319.0,3
C2  Chocolate  Bar,155.4,328.3,3
Eden  Biscuits  Pack  of  3,171.49,265.7,3
Oishi Wafer,92.6,261.0,3
datu puti mayonnaise family size,126.71,268.0,3
Nescafe Tomato Sauce Family Size,172.14,316.0,3
Fita  Sardines,129.23,315.7,3
Argentina Sugar,98.73,429.3,3
Fita  Wafer,130.29,447.3,3
Nestle  Corned  Beef,98.33,234.0,3
Del  Monte  Soy  Sauce  Pack  of  3,106.28,517.3,3
Jack 'n Jill Sugar Family Size,215.41,301.0,3
Datu Puti Condensed Milk Bottle,193.77,401.7,3
chippy potato chips,150.85,320.3,3
UFC Peanut Butter Bottle,84.05,548.0,3
chippy evaporated milk family size,121.9,381.7,3
jack 'n jill biscuits sachet,103.79,303.0,3
lucky me peanut butter refill pack,112.57,378.7,3
reno soy sauce refill pack,102.55,240.0,3
Reno  Biscuits  Family  Size,87.6,321.0,3
san miguel chocolate bar sachet,108.76,467.7,3
c2 beef loaf family size,165.52,327.0,3
DEL MONTE BISCUITS FAMILY SIZE,168.11,516.7,3
San  Miguel  Chocolate  Drink,160.52,317.7,3
purefoods tomato sauce pack of 3,57.46,322.3,3
Monde Potato Chips,136.25,492.3,3
FITA CORNED BEEF PACK OF 3,103.1,307.7,3
San  Miguel  Tomato  Sauce  Bottle,1148.95,323.3,3
C2 MAYONNAISE,81.54,364.3,3
Argentina Instant Coffee Refill Pack,125.03,392.7,3
oishi chocolate drink refill pack,44.56,450.7,3
c2 cheese pack of 3,90.7,171.3,3
selecta vienna sausage family size,81.69,342.3,3
C2 Cookies,50.37,232.0,3
Oishi Wafer Refill Pack,127.86,312.0,3
Gardenia Cheese,160.89,273.3,3
555 Pancit Canton,155.61,406.3,3
Bear  Brand  Beef  Loaf  Refill  Pack,155.3,321.0,3
selecta beef loaf,187.67,432.0,3
argentina oatmeal,68.55,322.0,3
CENTURY TUNA CORNED BEEF,205.03,486.3,3
Del  Monte  Potato  Chips,127.3,147.7,3
Del  Monte  Evaporated  Milk,157.15,357.0,3
C2  Tomato  Sauce,96.79,220.7,3
Mega  Sardines,171.75,378.0,3
UFC SOY SAUCE BOTTLE,194.91,391.0,3
Bear Brand Mayonnaise,117.28,331.7,3
Piattos Biscuits,190.17,177.0,3
SkyFlakes Tuna Flakes,130.28,437.7,3
PIATTOS VIENNA SAUSAGE,134.26,301.7,3
Nestle  Fruit  Juice  Refill  Pack,131.61,370.0,3
Gardenia  Cooking  Oil,114.36,182.7,3
LUCKY ME VIENNA SAUSAGE REFILL PACK,208.12,300.0,3
SkyFlakes  Sugar  Family  Size,136.56,308.7,3
Oishi Corned Beef,174.56,372.3,3
Nestle  Sugar  Sachet,98.95,411.5,2
Datu  Puti  Fruit  Juice  Refill  Pack,130.03,498.0,2
Chippy  Rice  Bottle,123.79,268.5,2
Alaska  Pancit  Canton  Refill  Pack,91.06,405.5,2
CDO  Mayonnaise  Sachet,202.97,484.5,2
Gardenia Pancit Canton Refill Pack,182.14,170.5,2
Gardenia  Fruit  Juice  Family  Size,154.81,426.5,2
Nestle Chocolate Drink,224.75,445.0,2
DEL MONTE BISCUITS BOTTLE,103.46,490.0,2
Jack 'n Jill Chocolate Bar Bottle,130.46,379.0,2
argentina pancit canton family size,164.8,402.5,2
SELECTA CHOCOLATE DRINK SACHET,149.37,468.5,2
San Miguel Oatmeal Pack of 3,140.1,445.5,2
Alaska  Peanut  Butter  Pack  of  3,944.45,403.0,2
Alaska Crackers Family Size,234.81,427.5,2
ALASKA CHOCOLATE DRINK FAMILY SIZE,71.77,397.5,2
purefoods wafer,122.24,324.0,2
FITA SALT SACHET,170.59,476.0,2
BEAR BRAND CHOCOLATE DRINK,140.93,286.0,2
SELECTA PEANUT BUTTER SACHET,130.3,345.0,2
Purefoods Soy Sauce Refill Pack,58.79,482.0,2
nescafe wafer refill pack,51.96,389.0,2
Milo Cookies Pack of 3,83.92,339.5,2
Magnolia  Instant  Coffee  Pack  of  3,155.83,340.5,2
Chippy Evaporated Milk Bottle,169.98,335.5,2
Nestle Sardines Pack of 3,128.2,257.5,2
reno crackers bottle,95.47,435.5,2
Reno Cheese Sachet,64.5,433.0,2
Del  Monte  Instant  Coffee  Pack  of  3,211.08,205.0,2
lucky me spaghetti sauce pack of 3,77.4,279.0,2
PIATTOS PANCIT CANTON,165.06,489.0,2
Oishi  Fruit  Juice  Pack  of  3,23.56,185.0,2
skyflakes beef loaf bottle,187.38,335.5,2
Chippy  Shrimp  Crackers  Bottle,169.48,355.5,2
purefoods crackers sachet,154.92,356.0,2
Datu  Puti  Crackers  Bottle,116.96,433.0,2
Monde Chocolate Bar Refill Pack,98.52,208.0,2
Piattos Hotdog Refill Pack,60.8,247.0,2
MILO HOTDOG,28.64,541.5,2
eden instant coffee family size,155.74,184.0,2
bear brand tuna flakes,187.66,358.5,2
CDO  Evaporated  Milk  Refill  Pack,192.5,337.0,2
century tuna wafer sachet,112.82,352.5,2
gardenia cooking oil refill pack,65.8,288.0,2
oishi beef loaf pack of 3,223.21,467.5,2
Alaska  Crackers  Bottle,105.6,186.5,2
Chippy  Hotdog  Family  Size,85.28,323.0,2
cdo sugar refill pack,146.66,326.5,2
Eden Mayonnaise Sachet,201.41,286.0,2
ALASKA CONDENSED MILK FAMILY SIZE,135.65,226.5,2
selecta sardines family size,50.44,528.5,2
Purefoods  Wafer  Refill  Pack,193.57,366.0,2
mega sugar pack of 3,69.56,220.5,2
Bear Brand Chocolate Bar,143.09,555.5,2
Fita Soy Sauce Family Size,33.88,372.0,2
CDO  Potato  Chips  Bottle,2027.49,361.5,2
jack 'n jill beef loaf sachet,176.08,270.5,2
Oishi  Beef  Loaf  Sachet,193.88,327.5,2
LUCKY ME SOY SAUCE BOTTLE,233.8,347.0,2
Magnolia Tomato Sauce Refill Pack,71.72,488.5,2
FITA BISCUITS BOTTLE,123.2,322.0,2
Magnolia Corned Beef Family Size,83.0,296.0,2
OISHI CHEESE PACK OF 3,61.48,485.5,2
Piattos Potato Chips Bottle,131.5,321.5,2
Gardenia  Spaghetti  Sauce  Bottle,213.86,420.5,2
555  Chocolate  Bar  Pack  of  3,127.72,340.0,2
Piattos  Spaghetti  Sauce  Refill  Pack,231.22,396.0,2
Monde  Pancit  Canton  Family  Size,123.29,316.5,2
Monde Chocolate Bar Family Size,111.12,342.5,2
selecta pancit canton refill pack,178.24,195.0,2
Chippy Chocolate Drink Pack of 3,132.63,90.0,2
PIATTOS SUGAR PACK OF 3,138.14,360.0,2
Chippy  Pancit  Canton  Sachet,98.12,315.0,2
Gardenia Rice Refill Pack,96.61,322.0,2
Nova  Mayonnaise,160.46,366.0,2
SkyFlakes Evaporated Milk Bottle,141.52,267.5,2
mega instant coffee,191.35,298.5,2
Gardenia Chocolate Bar,147.91,309.0,2
CDO Vienna Sausage Family Size,141.91,332.5,2
Fita Potato Chips,108.66,377.5,2
jack 'n jill chocolate drink family size,137.1,328.5,2
MILO SHRIMP CRACKERS SACHET,140.66,444.0,2
NOVA COOKIES PACK OF 3,122.76,384.0,2
Milo  Cooking  Oil  Refill  Pack,169.7,368.0,2
oishi wafer pack of 3,172.36,249.0,2
Argentina Tomato Sauce Bottle,176.33,333.0,2
NESCAFE TUNA FLAKES PACK OF 3,125.71,228.0,2
Monde Crackers Family Size,57.17,360.5,2
Century Tuna Peanut Butter,159.5,481.0,2
GARDENIA TOMATO SAUCE,5947.0,366.5,2
Gardenia Beef Loaf Refill Pack,138.78,214.0,2
Century Tuna Crackers Sachet,88.76,230.0,2
ufc fruit juice pack of 3,87.0,393.5,2
SAN MIGUEL COOKING OIL BOTTLE,223.6,296.0,2
Gardenia Evaporated Milk Pack of 3,115.8,441.0,2
SkyFlakes  Oatmeal,99.54,207.0,2
monde peanut butter family size,163.98,278.0,2
EDEN WAFER FAMILY SIZE,130.98,540.5,2
C2 BEEF LOAF SACHET,174.92,246.0,2
Piattos  Soy  Sauce  Bottle,102.38,382.0,2
Century Tuna Evaporated Milk Pack of 3,2730.92,147.5,2
Oishi  Crackers  Sachet,160.22,258.0,2
Milo Chocolate Drink Pack of 3,101.93,200.5,2
del monte fruit juice,140.84,332.5,2
skyflakes biscuits sachet,120.85,312.0,2
Lucky Me Tuna Flakes Pack of 3,144.59,472.5,2
Datu  Puti  Chocolate  Drink  Refill  Pack,197.14,227.5,2
oishi tomato sauce refill pack,126.69,284.0,2
CDO Rice,89.8,395.5,2
MILO EVAPORATED MILK,179.24,565.5,2
Nestle Potato Chips Bottle,89.52,182.5,2
magnolia cheese refill pack,129.11,218.5,2
Alaska  Instant  Coffee  Family  Size,102.32,202.0,2
Bear Brand Beef Loaf Family Size,201.03,426.5,2
Bear Brand Condensed Milk Pack of 3,152.16,302.0,2
selecta crackers pack of 3,88.3,318.5,2
DATU PUTI CORNED BEEF FAMILY SIZE,104.78,260.0,2
Purefoods Crackers,90.99,110.0,2
CDO BEEF LOAF BOTTLE,145.71,116.0,2
del monte chocolate bar family size,22.23,224.0,2
Piattos Pancit Canton Bottle,181.99,175.0,2
lucky me tomato sauce family size,4908.62,349.0,2
Monde  Cookies  Refill  Pack,74.35,399.5,2
Fita Vienna Sausage Family Size,96.15,446.0,2
DATU PUTI CRACKERS SACHET,108.74,358.5,2
piattos vienna sausage sachet,96.59,369.5,2
bear brand cooking oil bottle,147.14,391.0,2
CENTURY TUNA EVAPORATED MILK FAMILY SIZE,185.38,149.5,2
Milo Evaporated Milk Refill Pack,134.78,335.5,2
Nova Soy Sauce Refill Pack,113.18,368.0,2
Century  Tuna  Pancit  Canton  Sachet,158.49,386.5,2
CDO Beef Loaf Family Size,175.82,481.5,2
Bear  Brand  Sugar  Family  Size,75.07,80.0,2
DATU PUTI SARDINES FAMILY SIZE,113.12,437.5,2
OISHI SOY SAUCE PACK OF 3,213.54,494.5,2
Fita  Sugar  Family  Size,84.46,407.5,2
nestle peanut butter sachet,134.57,392.5,2
jack 'n jill shrimp crackers family size,162.0,252.5,2
eden beef loaf sachet,142.88,446.5,2
fita tomato sauce sachet,181.88,504.0,2
MAGNOLIA FRUIT JUICE,46.86,290.0,2
Datu Puti Sardines Sachet,124.34,338.5,2
mega hotdog refill pack,185.24,315.0,2
selecta instant coffee family size,71.14,260.0,2
DATU PUTI HOTDOG PACK OF 3,125.28,434.5,2
nova vienna sausage sachet,124.51,443.0,2
Century Tuna Chocolate Drink Sachet,185.78,392.5,2
Chippy  Chocolate  Drink,118.52,482.5,2
datu puti potato chips family size,91.97,225.5,2
MILO SOY SAUCE BOTTLE,157.22,238.5,2
Nescafe  Potato  Chips  Family  Size,185.04,488.0,2
555 Potato Chips Family Size,230.05,283.5,2
eden vienna sausage bottle,90.67,336.5,2
Alaska  Instant  Coffee  Bottle,127.35,397.0,2
Century Tuna Tomato Sauce Sachet,155.49,280.0,2
Chippy  Chocolate  Drink  Refill  Pack,130.45,337.0,2
Selecta Cooking Oil Sachet,128.16,501.0,2
UFC Spaghetti Sauce,167.34,408.0,2
Bear Brand Tomato Sauce Refill Pack,112.6,235.0,2
SKYFLAKES HOTDOG FAMILY SIZE,39.92,391.5,2
UFC HOTDOG FAMILY SIZE,183.94,315.0,2
Monde  Evaporated  Milk  Refill  Pack,230.53,233.0,2
Mega Tuna Flakes Sachet,1792.68,277.0,2
PUREFOODS FRUIT JUICE SACHET,143.58,213.5,2
argentina vienna sausage pack of 3,137.05,369.5,2
ALASKA CHEESE BOTTLE,104.16,321.0,2
Milo Rice Family Size,177.12,296.5,2
datu puti cheese refill pack,132.84,253.0,2
Century Tuna Wafer,91.86,334.5,2
purefoods cookies bottle,91.48,144.0,2
century tuna chocolate drink family size,191.85,475.0,2
UFC WAFER PACK OF 3,183.02,469.0,2
ufc vienna sausage bottle,110.68,255.0,2
Century Tuna Rice Pack of 3,145.99,338.5,2
Piattos Wafer Sachet,216.14,399.0,2
gardenia condensed milk refill pack,154.66,325.0,2
SkyFlakes Tomato Sauce Pack of 3,152.9,243.0,2
NESTLE COOKING OIL REFILL PACK,2721.98,299.5,2
del monte peanut butter bottle,159.15,491.5,2
nescafe biscuits refill pack,106.96,372.5,2
555  Vienna  Sausage,89.49,234.5,2
monde beef loaf bottle,82.31,519.0,2
Del Monte Spaghetti Sauce Family Size,136.36,284.0,2
CDO  Condensed  Milk  Pack  of  3,106.68,359.0,2
Magnolia  Hotdog  Refill  Pack,59.56,407.5,2
cdo rice pack of 3,140.12,307.5,2
Nova Hotdog Refill Pack,93.85,340.5,2
C2 Bicuits,153.5,404.0,2
Magnolia Chocolate Bar Family Size,123.52,361.5,2
datu puti mayonnaise,196.2,252.0,2
BEAR BRAND OATMEAL PACK OF 3,125.18,210.5,2
C2  Corned  Beef  Pack  of  3,128.37,430.5,2
FITA SHRIMP CRACKERS PACK OF 3,165.06,474.5,2
CDO  Cooking  Oil  Sachet,237.66,309.0,2
San Miguel Cookies Refill Pack,117.84,319.0,2
nescafe peanut butter bottle,173.02,396.5,2
Nova  Sardines  Bottle,117.87,136.5,2
C2 Biscuits,159.95,205.5,2
Reno  Chocolate  Drink  Pack  of  3,135.84,468.0,2
san miguel chocolate bar bottle,176.97,530.0,2
gardenia biscuits family size,193.98,524.0,2
san miguel peanut butter family size,136.26,420.0,2
Jack 'n Jill Spaghetti Sauce Sachet,181.81,543.5,2
Eden  Cookies  Family  Size,168.77,221.0,2
C2 Potato Chips Bottle,150.5,287.0,2
purefoods condensed milk bottle,117.51,165.5,2
nestle instant coffee refill pack,204.03,291.5,2
Jack 'n Jill Tuna Flakes Bottle,102.01,216.0,2
Bear Brand Chocolate Bar Bottle,39.04,431.5,2
selecta cooking oil bottle,135.1,340.5,2
nescafe chocolate bar refill pack,148.56,555.5,2
Oishi Rice Family Size,100.72,440.5,2
piattos hotdog pack of 3,44.16,395.5,2
San Miguel Vienna Sausage,120.52,187.0,2
Nova Pancit Canton Bottle,145.54,271.5,2
argentina cheese family size,182.67,164.0,2
Jack  'n  Jill  Fruit  Juice  Family  Size,230.63,347.5,2
SELECTA SALT,143.44,570.5,2
SAN MIGUEL INSTANT COFFEE FAMILY SIZE,154.97,342.5,2
Nescafe Vienna Sausage Family Size,69.9,324.0,2
RENO WAFER REFILL PACK,197.71,103.5,2
Nestle Sugar Bottle,145.85,386.0,2
gardenia cheese refill pack,130.89,413.5,2
Jack 'n Jill Potato Chips Sachet,137.92,354.5,2
C2  Chocolate  Drink  Pack  of  3,68.73,353.5,2
San Miguel Rice Refill Pack,119.21,314.5,2
ARGENTINA MAYONNAISE REFILL PACK,81.83,430.0,2
Monde  Biscuits  Pack  of  3,150.5,244.5,2
alaska mayonnaise pack of 3,54.6,369.5,2
nescafe biscuits,140.44,199.5,2
OISHI CHOCOLATE BAR FAMILY SIZE,152.3,460.5,2
Reno  Crackers  Refill  Pack,77.26,250.5,2
Bear  Brand  Mayonnaise  Sachet,90.32,339.0,2
Alaska Chocolate Drink Bottle,137.2,518.5,2
Reno Chocolate Bar Bottle,104.03,367.5,2
CDO Fruit Juice Refill Pack,192.0,198.0,2
piattos potato chips refill pack,2840.55,383.5,2
EDEN PEANUT BUTTER FAMILY SIZE,161.94,345.0,2
datu puti biscuits,111.84,275.5,2
Fita  Biscuits  Sachet,79.1,247.5,2
monde tuna flakes,69.28,561.5,2
del monte pancit canton bottle,139.67,314.5,2
SkyFlakes  Condensed  Milk  Refill  Pack,96.16,438.5,2
gardenia potato chips bottle,41.37,402.0,2
ufc corned beef family size,112.44,381.5,2
Reno Cheese Family Size,135.0,277.0,2
SAN MIGUEL EVAPORATED MILK REFILL PACK,39.09,445.5,2
