display_title,avg_price,avg_mileage,occurrence_count
MG  City  LE  Certified,1000066.23,140648.1,58
MG Civic LE Negotiable,1100391.82,119752.2,58
Suzuki  EcoSport  MT  Negotiable,1085964.75,119061.5,58
Hyundai  Almera  GXL  Negotiable,1142895.36,117940.8,58
honda sportage at preowned,1023672.85,120562.6,58
HONDA ALMERA XLE NEGOTIABLE,1070325.72,141220.2,58
Mitsubishi  City  VGT  Negotiable,1013554.3,128570.3,58
mitsubishi ranger le certified,1138982.33,139539.8,58
MAZDA MONTERO SPORT XLE NEGOTIABLE,1027474.57,127867.1,58
MG PICANTO LE NEGOTIABLE,1107661.98,141573.9,58
Mitsubishi City GXL Negotiable,1110565.83,110513.5,58
Ford  Tucson  XLE  Negotiable,1109957.98,138055.8,58
ISUZU TUCSON GL NEGOTIABLE,1041081.22,111352.8,58
isuzu accent mt negotiable,1063377.57,119577.1,58
foton picanto vgt negotiable,1084012.0,114987.2,58
Nissan MU-X VGT Certified,1038419.2,151506.6,58
Nissan  Xpander  VGT  Certified,1099429.3,127598.4,58
Mitsubishi  Almera  GLX  Certified,931140.67,132776.9,58
Ford  Wigo  Sport  Preowned,1005535.63,117106.4,58
Mitsubishi  City  GL  Negotiable,1094930.1,121917.1,58
Geely  Tucson  VGT  Certified,1032721.33,117976.2,58
Mitsubishi  Montero  Sport  GL  Negotiable,1062422.42,126061.3,58
HYUNDAI INNOVA VGT NEGOTIABLE,1114319.5,128429.3,58
Mitsubishi  CX-5  MT  Negotiable,1118927.75,142539.3,58
Toyota  Accent  GXL  Negotiable,1073820.0,123085.4,58
Chevrolet  Accent  GXL  Preowned,1151673.38,125016.2,58
Ford  Xpander  GXL  Certified,1026916.5,125103.2,58
KIA CX-5 XLE NEGOTIABLE,1038612.32,125181.5,58
HONDA NAVARA AT NEGOTIABLE,1012836.74,130044.6,58
Nissan  Ertiga  GXL  Negotiable,1080012.09,120466.8,58
geely fortuner gxl negotiable,1130197.47,131544.0,58
Hyundai  Fortuner  GXL  Negotiable,917489.06,125246.6,58
Isuzu  MU-X  GLX  Certified,1176855.87,123325.8,58
MG  MU-X  AT  Preowned,930184.44,122332.4,58
MG  Innova  XLE  Negotiable,1134708.58,142908.1,58
Hyundai Innova GL Negotiable,1143831.58,118726.0,58
Foton  Almera  AT  Certified,1104872.84,137506.0,58
TOYOTA FORTUNER SPORT NEGOTIABLE,1038610.07,122727.7,58
Geely  MU-X  GLX  Negotiable,1078852.55,145509.1,58
Isuzu City XLE Negotiable,1105905.3,138998.6,58
TOYOTA CX-5 XLE NEGOTIABLE,1124985.64,133845.1,58
nissan xpander xle negotiable,1142822.81,139707.2,58
Foton  HR-V  Sport  Negotiable,1055350.79,134857.2,58
Mazda Tucson GLX Negotiable,1035805.5,124403.7,58
Foton  City  Sport  Certified,1090672.15,125718.5,58
Isuzu  Wigo  Sport  Negotiable,973050.89,136300.4,58
ford fortuner gl negotiable,946780.59,128131.5,58
MG  Civic  GLX  Negotiable,1112016.29,123094.5,58
Mazda  Wigo  VGT  Negotiable,1025320.72,112464.0,58
MITSUBISHI NAVARA GL NEGOTIABLE,1121485.36,123976.4,58
GEELY INNOVA VGT NEGOTIABLE,1199145.97,130457.6,58
Mazda  Accent  XLE  Preowned,1117769.46,129602.6,58
Nissan  Montero  Sport  GL  Negotiable,1054540.99,122151.3,58
mg vios vgt negotiable,1097465.81,148218.9,58
mg br-v glx preowned,1163476.33,135001.6,58
FORD SPORTAGE XLE NEGOTIABLE,941038.73,130790.1,58
Kia  Accent  Sport  Negotiable,1082538.03,127770.0,57
Mazda  Accent  GLX  Preowned,1034854.62,136717.9,57
nissan civic le negotiable,1130647.32,114465.3,57
Honda  Accent  XLE  Preowned,1104612.22,137216.6,57
Mazda  EcoSport  GL  Negotiable,1042276.96,132694.4,57
toyota mirage gl certified,1168692.07,132089.0,57
Suzuki  Mirage  AT  Certified,1028208.44,119219.0,57
NISSAN CX-5 GLX NEGOTIABLE,1234757.08,122001.0,57
Toyota  Civic  GLX  Certified,1045273.2,114087.2,57
Hyundai Accent AT Negotiable,1352143.9,107777.8,57
GEELY FORTUNER LE NEGOTIABLE,1064027.86,109979.7,57
Ford  EcoSport  XLE  Negotiable,1071093.63,128772.6,57
Mitsubishi  EcoSport  Sport  Certified,1043353.62,138460.7,57
Chevrolet  City  VGT  Negotiable,1158525.92,143761.8,57
Toyota  Ertiga  Sport  Negotiable,1119595.86,131636.5,57
Isuzu  Ranger  MT  Certified,1072242.66,135206.3,57
Honda  MU-X  GL  Negotiable,949561.17,127218.8,57
ford civic at negotiable,1087016.34,124047.5,57
Honda  Tucson  AT  Negotiable,1042918.91,132289.2,57
Honda Accent AT Negotiable,1038096.26,122237.2,57
Chevrolet  Civic  AT  Negotiable,1007768.72,126295.8,57
mazda ecosport vgt negotiable,986525.27,132381.8,57
Suzuki  CX-5  Sport  Preowned,1077988.44,128739.6,57
Mitsubishi  Montero  Sport  XLE  Negotiable,938057.28,130256.1,57
Chevrolet  CX-5  AT  Certified,1070149.04,125596.9,57
MG  Accent  LE  Certified,1022555.03,122694.1,57
MG  Sportage  AT  Certified,1080158.94,126494.0,57
MG  Innova  VGT  Negotiable,1165162.38,122887.2,57
Kia  Innova  Sport  Negotiable,1089437.68,128990.5,57
Ford  Almera  AT  Certified,1130362.38,128091.9,57
Chevrolet  BR-V  MT  Negotiable,984144.59,109624.1,57
suzuki fortuner at negotiable,1010980.62,112116.6,57
foton montero sport gl negotiable,1043265.48,130005.2,57
Toyota CX-5 Sport Negotiable,1186819.12,131841.6,57
Chevrolet Mirage GXL Negotiable,1068495.96,130150.4,57
Hyundai  CX-5  LE  Certified,1063901.74,132118.0,57
MG  Innova  LE  Negotiable,1145933.66,115148.9,57
Mazda CX-5 VGT Negotiable,1101467.09,150906.5,57
toyota hr-v gl negotiable,1110739.27,126187.1,57
Honda  Montero  Sport  GXL  Negotiable,1172426.2,121793.3,57
Nissan Picanto GLX Negotiable,1066623.08,130264.1,57
Ford  HR-V  XLE  Preowned,1016402.1,127608.5,57
Mazda  Vios  Sport  Negotiable,1115105.49,132735.3,57
Mazda  Civic  VGT  Certified,1001560.25,140429.8,57
MAZDA D-MAX GL NEGOTIABLE,1149232.83,134939.2,57
Honda  Innova  AT  Certified,945580.23,138145.8,57
Honda D-Max GLX Negotiable,1041057.34,130457.8,57
mitsubishi br-v xle negotiable,976981.25,126210.7,57
Nissan Wigo VGT Negotiable,1122750.86,122767.7,57
Geely Mirage Sport Negotiable,1083523.52,127531.9,57
GEELY WIGO GL NEGOTIABLE,1104629.47,139670.5,57
MG Wigo GXL Negotiable,1176451.97,122693.4,57
Ford D-Max AT Negotiable,1047053.14,117320.0,57
Geely  CR-V  GL  Preowned,1111187.25,131039.7,57
Isuzu Ranger GLX Certified,1151883.81,123008.0,57
mitsubishi d-max vgt negotiable,1073038.64,120754.3,57
Ford  BR-V  XLE  Preowned,1022495.87,130052.8,57
Foton  Navara  AT  Preowned,1118995.56,127074.5,57
Geely Vios GL Negotiable,985384.72,127541.0,57
Foton Navara GXL Negotiable,1091670.88,121047.7,57
honda hr-v gl negotiable,1123829.03,129396.4,57
Mitsubishi  Montero  Sport  LE  Negotiable,1002858.77,130946.5,57
SUZUKI PICANTO XLE NEGOTIABLE,1120676.97,114540.4,57
Geely Tucson AT Negotiable,948033.83,117145.5,57
nissan picanto sport negotiable,1066440.77,134344.7,57
MAZDA VIOS GXL NEGOTIABLE,1118519.54,127171.9,57
Mitsubishi Vios AT Negotiable,1010521.4,131193.7,57
Foton  Fortuner  MT  Negotiable,1059705.46,127921.7,57
Nissan  Accent  GLX  Preowned,1057714.31,129912.6,57
FORD ACCENT GXL NEGOTIABLE,1031143.73,125551.7,57
mazda ertiga xle negotiable,1036322.52,136245.4,57
Ford  Wigo  GLX  Preowned,1074880.43,117515.1,57
geely navara le negotiable,1003771.72,119412.7,57
Toyota  Montero  Sport  VGT  Certified,1022989.58,132422.5,57
Foton Ertiga XLE Negotiable,1106264.06,136681.3,57
Honda  Xpander  GLX  Negotiable,1136304.21,119577.1,57
Nissan  Almera  GLX  Negotiable,954635.1,127720.1,57
Suzuki  Xpander  GL  Certified,1032102.83,118729.9,57
Chevrolet  CR-V  LE  Negotiable,1035966.71,124176.3,57
mazda ranger gxl certified,1094979.05,100921.9,57
MAZDA PICANTO GL CERTIFIED,1112468.5,107725.8,57
Isuzu  City  AT  Certified,1099648.43,120299.5,57
Chevrolet Tucson VGT Negotiable,1190884.22,113029.6,57
foton almera vgt negotiable,1044316.41,134549.5,57
Toyota MU-X GXL Negotiable,1194684.63,125512.4,57
Toyota  Wigo  XLE  Certified,1068365.87,111276.9,57
geely picanto le negotiable,923664.33,127976.4,57
Suzuki  Navara  Sport  Certified,1189778.28,110897.8,57
Suzuki  Wigo  LE  Certified,1219742.6,118235.7,57
honda wigo at negotiable,1018115.1,122993.5,57
Suzuki Ranger GLX Negotiable,1020226.12,130391.7,57
Chevrolet  Civic  LE  Preowned,975642.36,129353.5,57
Nissan  Tucson  GLX  Certified,1030280.95,125096.6,57
Toyota MU-X LE Certified,1143187.82,136567.6,57
Hyundai  Wigo  VGT  Negotiable,996974.89,132742.7,57
Mazda  Almera  MT  Certified,1073101.08,131235.4,57
CHEVROLET ACCENT VGT NEGOTIABLE,1097323.54,129029.1,57
Suzuki  Sportage  GLX  Negotiable,1060734.08,112317.0,57
Isuzu  Tucson  Sport  Certified,1101799.5,130787.2,57
Suzuki  MU-X  GXL  Negotiable,1091121.86,116347.5,57
Nissan  CR-V  Sport  Preowned,1005789.71,128453.4,57
Ford  CR-V  XLE  Certified,1093279.02,127407.8,57
Isuzu  Vios  MT  Negotiable,1106296.91,132043.3,57
Foton  HR-V  LE  Negotiable,951527.99,127455.8,57
Geely  Tucson  GL  Preowned,1169344.82,136314.1,57
Ford  Innova  XLE  Negotiable,1075999.6,110595.4,57
Isuzu  Almera  VGT  Negotiable,1052510.94,129833.4,57
Nissan  MU-X  MT  Certified,1056837.81,127552.6,57
foton accent xle certified,1042156.79,135858.9,57
Mitsubishi Vios Sport Negotiable,1095833.0,118865.6,57
MG Almera GLX Negotiable,1105335.1,115782.7,57
Foton CX-5 VGT Negotiable,931375.47,125274.1,57
MG Civic GXL Negotiable,1115659.58,132477.9,57
Suzuki  Accent  Sport  Negotiable,1103467.24,131224.1,57
geely montero sport glx negotiable,1133590.19,132112.9,57
MG CX-5 GXL NEGOTIABLE,1111014.17,120410.2,57
MG  HR-V  GXL  Certified,1131401.58,121959.9,57
FORD D-MAX MT NEGOTIABLE,1211980.25,115626.4,57
Kia  Xpander  MT  Preowned,1134063.15,127858.4,57
honda vios glx negotiable,1083709.51,136589.4,57
Toyota  BR-V  GL  Preowned,1132285.46,129750.3,57
Mazda  CR-V  GLX  Negotiable,1020875.76,109235.7,57
Chevrolet  BR-V  VGT  Negotiable,1179620.15,132609.4,57
Suzuki  City  XLE  Negotiable,937763.44,127756.2,57
Mitsubishi Civic GL Negotiable,1032355.35,119100.4,57
Chevrolet Navara AT Negotiable,1054486.81,130585.5,57
MG  Ertiga  GXL  Preowned,1074758.79,126407.8,57
Mazda  Innova  LE  Certified,1071167.92,127251.1,57
Toyota  MU-X  VGT  Certified,1090346.64,137767.6,57
mg xpander vgt negotiable,1035515.85,113245.8,57
Mazda Ranger AT Negotiable,1042880.73,121541.9,57
ford city glx negotiable,1154158.79,107604.8,57
Geely  Ertiga  XLE  Certified,971919.32,128698.1,57
ford sportage sport negotiable,1184459.24,113644.9,57
GEELY CITY GLX CERTIFIED,939517.97,126567.3,57
isuzu br-v at negotiable,1042529.72,131758.2,57
Honda  Sportage  XLE  Negotiable,1153308.96,120837.8,57
Toyota Accent VGT Negotiable,1000481.15,115122.2,57
MG XPANDER AT NEGOTIABLE,932346.24,128886.9,57
NISSAN MU-X XLE CERTIFIED,1092829.79,128625.5,57
Geely  Ranger  GLX  Negotiable,1160633.32,122074.5,57
Mitsubishi  Xpander  AT  Certified,1175034.86,110076.6,57
KIA ERTIGA AT NEGOTIABLE,992367.01,123826.7,57
Toyota  D-Max  GL  Preowned,1164495.17,137440.5,57
Nissan  Wigo  GL  Certified,976994.89,123931.4,57
ford mirage vgt negotiable,1047988.08,129760.5,57
Foton  Mirage  LE  Preowned,1018723.15,100193.6,57
Chevrolet HR-V VGT Certified,1016074.24,108835.1,57
Honda  Accent  GXL  Preowned,1162629.66,131081.7,57
kia fortuner xle negotiable,1004431.52,109008.1,57
nissan civic gl negotiable,1089741.17,125754.3,57
Chevrolet  Navara  VGT  Certified,1088096.69,127360.5,57
Kia  Vios  MT  Negotiable,1160571.17,139494.1,57
suzuki accent gl negotiable,1133553.13,117308.0,57
Mitsubishi Tucson VGT Certified,1005479.65,131129.8,57
suzuki city glx negotiable,957825.07,135193.6,57
Mitsubishi Almera VGT Negotiable,1054553.73,124063.1,57
Ford  Fortuner  LE  Preowned,1042177.44,123065.9,57
CHEVROLET PICANTO XLE NEGOTIABLE,1177023.28,132826.7,57
Ford Mirage LE Certified,1160583.19,123095.5,57
Mitsubishi  D-Max  Sport  Preowned,1016453.18,104240.2,57
Ford  Montero  Sport  XLE  Negotiable,1027438.21,125129.0,57
Mazda  HR-V  AT  Negotiable,1072080.15,120643.3,57
SUZUKI PICANTO AT NEGOTIABLE,1030935.87,115975.1,57
Toyota  Tucson  Sport  Certified,875681.0,132762.4,57
MAZDA FORTUNER GLX NEGOTIABLE,1017373.42,134066.3,57
toyota ertiga at negotiable,985079.15,125288.5,57
Suzuki  Almera  AT  Preowned,1066985.53,117059.0,57
Geely Montero Sport VGT Negotiable,1157012.16,116434.6,57
isuzu ranger gxl negotiable,1133229.49,135964.2,57
Suzuki  Montero  Sport  Sport  Certified,1129058.33,121128.0,57
MG Xpander XLE Negotiable,1178400.26,136051.2,57
Isuzu  Picanto  MT  Certified,1041327.42,114523.4,56
Chevrolet BR-V GL Negotiable,968398.3,127637.3,56
Suzuki  HR-V  XLE  Preowned,1025084.26,112974.2,56
MG  Ranger  GXL  Preowned,1070392.39,135463.3,56
CHEVROLET CITY AT NEGOTIABLE,959098.85,132197.8,56
Ford  Navara  LE  Negotiable,1070833.08,124025.5,56
MG  Montero  Sport  GL  Certified,1094656.01,115661.3,56
Hyundai  Accent  Sport  Negotiable,1134324.27,130272.6,56
Honda  Wigo  MT  Negotiable,1129426.36,143020.6,56
Mitsubishi Vios GLX Negotiable,992916.62,139342.9,56
Mitsubishi  Xpander  Sport  Negotiable,1120156.71,141301.9,56
MG FORTUNER GXL CERTIFIED,1153014.66,121543.6,56
MG  BR-V  GL  Preowned,1179694.89,117846.8,56
Isuzu  Montero  Sport  GLX  Preowned,1165993.11,139189.5,56
Mazda Vios LE Negotiable,966862.13,115178.1,56
toyota d-max gxl negotiable,1043439.61,129027.6,56
MG D-MAX LE NEGOTIABLE,1094922.14,119489.7,56
Ford  Sportage  LE  Negotiable,1108619.53,133305.1,56
Mazda Navara MT Negotiable,1168079.26,113389.3,56
mg mu-x sport negotiable,1049551.57,122714.9,56
hyundai hr-v at negotiable,1118054.14,124943.9,56
Ford  Wigo  XLE  Negotiable,1161489.56,132088.2,56
ISUZU MU-X GXL NEGOTIABLE,1035132.11,121198.6,56
MG  Montero  Sport  XLE  Negotiable,1116477.19,126261.4,56
isuzu sportage glx negotiable,1143522.35,131755.8,56
Honda  Ranger  GXL  Certified,1030006.7,122168.3,56
Ford  D-Max  LE  Preowned,1112712.52,119068.7,56
Chevrolet  MU-X  Sport  Negotiable,1020140.8,127653.8,56
hyundai almera glx negotiable,1049964.37,124152.2,56
mg mirage xle negotiable,978122.32,124101.7,56
Foton Tucson Sport Negotiable,1021691.66,129926.3,56
Isuzu  CR-V  GLX  Negotiable,1038779.11,121083.1,56
foton montero sport at negotiable,1045134.03,114700.3,56
Mitsubishi  Mirage  VGT  Certified,1086626.68,115937.4,56
Honda  Civic  MT  Negotiable,1138153.8,126924.3,56
Hyundai  CR-V  LE  Negotiable,1108027.46,115196.5,56
Suzuki  EcoSport  Sport  Preowned,1102982.31,138585.5,56
Kia  Almera  VGT  Negotiable,1107931.98,139835.6,56
Toyota  CR-V  LE  Negotiable,1060604.5,120487.1,56
Mazda EcoSport XLE Certified,1044496.18,113761.0,56
HONDA SPORTAGE SPORT NEGOTIABLE,1083773.95,114094.8,56
GEELY SPORTAGE SPORT NEGOTIABLE,1061005.41,132322.0,56
mazda navara gxl negotiable,963322.9,121442.2,56
Ford Ertiga Sport Negotiable,1206460.96,110764.8,56
ISUZU WIGO GXL NEGOTIABLE,1067150.25,135063.6,56
Hyundai  Civic  GXL  Negotiable,1073794.22,132533.0,56
Mazda  Mirage  GLX  Certified,1007432.32,126468.4,56
kia fortuner le negotiable,990387.04,142038.0,56
kia accent vgt negotiable,947402.25,142487.3,56
Ford  Innova  GL  Certified,1065189.11,132012.9,56
hyundai ranger le negotiable,1039941.08,101989.2,56
Chevrolet  Ertiga  VGT  Certified,1141784.14,112364.6,56
Chevrolet  Vios  XLE  Negotiable,1163363.9,123052.3,56
Toyota  BR-V  MT  Certified,991755.91,123920.2,56
MG SPORTAGE LE NEGOTIABLE,1003321.89,122740.1,56
Mitsubishi  BR-V  MT  Preowned,1068503.82,138499.9,56
GEELY VIOS LE NEGOTIABLE,1146046.58,129401.2,56
Foton  CX-5  MT  Negotiable,1146002.17,119507.5,56
Hyundai  HR-V  GXL  Negotiable,998128.13,98855.7,56
Hyundai  Ranger  GLX  Negotiable,1060072.69,126797.0,56
toyota ecosport gxl negotiable,947252.37,111872.4,56
Kia  Ranger  MT  Negotiable,1097441.53,129680.4,56
KIA BR-V XLE NEGOTIABLE,1051870.67,137424.4,56
Ford Ertiga LE Negotiable,1162602.56,128479.9,56
Honda  Ranger  GL  Negotiable,1043581.2,136399.5,56
Geely  CX-5  Sport  Preowned,1110970.76,126505.5,56
ISUZU ERTIGA MT NEGOTIABLE,1099431.33,107025.3,56
nissan civic at negotiable,1044206.95,124021.6,56
Hyundai  Picanto  GLX  Negotiable,952024.11,142694.6,56
CHEVROLET CITY XLE NEGOTIABLE,1183404.95,125969.0,56
chevrolet wigo sport preowned,1071767.2,117518.9,56
isuzu city gxl negotiable,1086952.05,114490.8,56
MG  Almera  AT  Certified,1133677.64,137363.9,56
Suzuki BR-V Sport Negotiable,1187176.55,130649.4,56
Hyundai Mirage GXL Negotiable,1134887.13,120161.6,56
Toyota  CX-5  GL  Preowned,818722.64,119906.2,56
Kia  MU-X  GL  Negotiable,1210231.45,120721.5,56
SUZUKI MONTERO SPORT GLX NEGOTIABLE,1108636.53,109761.1,56
NISSAN BR-V MT NEGOTIABLE,1127041.38,132094.5,56
Suzuki  Vios  LE  Negotiable,1103843.6,121977.0,56
MG  Innova  GL  Negotiable,970380.91,136489.7,56
Isuzu EcoSport Sport Negotiable,954507.87,132807.7,56
honda mu-x le negotiable,1102558.73,126253.0,56
Isuzu Vios VGT Negotiable,1050863.19,128152.8,56
Mazda  Civic  Sport  Negotiable,1053214.38,138581.5,56
SUZUKI CIVIC SPORT NEGOTIABLE,1094964.79,125040.4,56
Honda  CX-5  MT  Preowned,1028113.29,113073.7,56
Ford  Accent  VGT  Certified,1118187.59,116910.7,56
Foton CR-V Sport Negotiable,892862.87,119892.8,56
Nissan  Picanto  GL  Certified,1131038.91,122923.0,56
Foton  CX-5  GL  Preowned,1104460.99,122198.0,56
Mitsubishi  Vios  LE  Preowned,1142850.01,114343.1,56
Mazda  City  MT  Negotiable,1065796.46,119060.3,56
Mitsubishi  Sportage  GL  Negotiable,1065459.93,118682.1,56
Nissan Navara LE Negotiable,1021442.37,128909.2,56
Mazda Almera LE Negotiable,1126609.88,121527.2,56
KIA XPANDER GXL NEGOTIABLE,1119119.22,141884.0,56
Suzuki HR-V AT Negotiable,1029332.23,132469.8,56
foton fortuner vgt negotiable,1100692.95,106410.7,56
Hyundai Navara XLE Negotiable,995512.26,119748.9,56
Nissan  Fortuner  GL  Certified,1031805.83,143913.0,56
Nissan Xpander LE Negotiable,880547.92,120666.4,56
Ford  Ertiga  GL  Certified,1220846.99,122789.9,56
chevrolet almera gxl negotiable,1080624.7,121651.4,56
Chevrolet  Wigo  GLX  Preowned,1101659.98,118365.6,56
Geely Ranger Sport Negotiable,967417.67,115062.1,56
Toyota  BR-V  XLE  Certified,1005468.39,117721.3,56
foton montero sport le certified,1041073.11,123976.8,56
MG MIRAGE SPORT CERTIFIED,1099679.21,132415.5,56
Nissan Fortuner VGT Negotiable,851610.87,128090.8,56
Honda  Montero  Sport  XLE  Certified,1124007.76,116930.9,56
Isuzu  Montero  Sport  XLE  Preowned,1054581.62,131727.9,56
Mazda  Almera  AT  Preowned,942706.09,102978.7,56
Chevrolet MU-X GLX Negotiable,1094092.92,130771.6,56
Mazda  Picanto  GLX  Certified,1042091.86,139084.7,56
Kia Sportage GL Certified,1057968.24,125752.3,56
Foton  Innova  VGT  Certified,1041401.93,129317.0,56
Chevrolet  Sportage  GL  Preowned,1116333.56,121813.1,56
Geely MU-X GL Negotiable,1060389.8,131740.5,56
ford cx-5 sport negotiable,1138224.76,131252.1,56
FORD ALMERA GL PREOWNED,1128822.87,137300.4,56
Kia  EcoSport  GL  Certified,1104552.52,127324.4,56
mg br-v at negotiable,1099361.57,134580.1,56
FORD SPORTAGE GLX CERTIFIED,1164752.95,124472.8,56
Suzuki  Tucson  GLX  Preowned,1096386.52,110787.5,56
Mitsubishi Navara AT Negotiable,1134807.36,139931.5,56
Hyundai  D-Max  Sport  Preowned,1086513.11,117736.4,56
toyota almera glx negotiable,1070299.58,111481.6,56
Mazda MU-X VGT Negotiable,1052608.23,116640.5,56
Ford  Vios  GXL  Negotiable,1131330.37,129743.4,56
Mazda  CX-5  Sport  Negotiable,1152925.6,131277.9,56
MAZDA INNOVA MT NEGOTIABLE,1075681.2,138274.3,56
Geely Accent LE Negotiable,1080314.68,114305.1,56
KIA SPORTAGE VGT NEGOTIABLE,938180.92,109619.0,56
mitsubishi almera gxl negotiable,1223244.45,138996.8,56
toyota cx-5 glx negotiable,1022668.72,120898.1,56
Geely  Accent  XLE  Certified,1076990.45,131148.8,56
SUZUKI ACCENT VGT NEGOTIABLE,1163919.93,132870.8,56
Chevrolet BR-V AT Negotiable,984103.59,123222.0,56
Toyota  CX-5  LE  Certified,1055478.58,122428.7,56
Nissan  City  VGT  Negotiable,1146918.31,147916.6,56
Honda  D-Max  GXL  Preowned,1049622.0,131230.1,56
Honda  Fortuner  GLX  Preowned,1213145.32,131566.6,56
HYUNDAI INNOVA GLX NEGOTIABLE,1099294.31,122673.9,56
MG  Vios  Sport  Negotiable,1110762.92,124663.2,56
mg wigo vgt negotiable,1167362.16,131105.9,56
Foton  EcoSport  LE  Certified,1196780.32,117207.0,56
toyota montero sport glx negotiable,1145626.19,132267.2,56
Isuzu  Picanto  AT  Certified,1082161.95,131307.2,56
Ford City VGT Negotiable,918276.6,137401.7,56
CHEVROLET MIRAGE GLX NEGOTIABLE,1120315.55,109948.7,56
Honda  Wigo  GLX  Negotiable,1055261.19,138302.3,56
Toyota  HR-V  XLE  Certified,1236636.44,134092.6,56
Kia  Ranger  LE  Certified,896951.83,107073.3,56
chevrolet ranger gxl negotiable,1151606.26,121514.0,56
toyota sportage vgt negotiable,1055283.07,123772.3,56
Toyota  Picanto  VGT  Negotiable,984052.77,121997.6,56
Nissan  Picanto  MT  Preowned,1253645.69,139154.7,56
toyota accent at negotiable,1149533.03,114472.5,56
Hyundai Mirage Sport Negotiable,1187382.83,126114.6,56
Mitsubishi Sportage GLX Negotiable,964640.69,114817.3,56
Foton  D-Max  MT  Preowned,1075060.59,136559.2,56
Chevrolet  Montero  Sport  VGT  Certified,1052017.45,133803.8,56
Honda  D-Max  XLE  Preowned,1056193.98,135219.2,56
Chevrolet Accent Sport Negotiable,1120376.73,120053.5,56
Kia  EcoSport  Sport  Certified,984751.11,120339.2,56
suzuki d-max gxl negotiable,1099656.37,115334.8,56
Isuzu  BR-V  MT  Preowned,1112925.02,137589.9,56
Kia  Vios  LE  Preowned,1183951.79,125948.2,56
Chevrolet  HR-V  MT  Preowned,1069983.32,127522.7,56
Mazda  Accent  MT  Preowned,1163481.58,126391.4,56
Hyundai  Civic  GLX  Negotiable,1114195.21,126081.6,56
Mitsubishi  Montero  Sport  VGT  Certified,977613.69,114688.4,56
Hyundai Xpander GXL Negotiable,1156735.86,136231.3,56
Toyota  EcoSport  LE  Preowned,997256.29,136842.2,56
MG  Wigo  LE  Preowned,1112616.15,121575.1,55
geely xpander xle negotiable,1098358.26,137530.0,55
suzuki montero sport gl negotiable,969853.66,122246.0,55
Foton Ertiga VGT Negotiable,1126342.69,124609.5,55
MG MIRAGE GL NEGOTIABLE,1037263.02,138542.7,55
mitsubishi mirage mt certified,1115024.27,128181.8,55
HYUNDAI CR-V AT NEGOTIABLE,990529.58,127461.0,55
Ford  HR-V  AT  Certified,1025445.0,107358.7,55
Hyundai  CX-5  VGT  Negotiable,1102017.07,119304.1,55
Geely  MU-X  LE  Certified,1042118.72,133330.5,55
Ford  Sportage  VGT  Certified,1035828.09,125601.2,55
MAZDA MIRAGE GXL CERTIFIED,1070423.12,122226.3,55
Isuzu  City  Sport  Preowned,1142235.95,130075.8,55
KIA BR-V GXL NEGOTIABLE,1169799.49,120042.7,55
Kia Ranger XLE Certified,1081629.19,135674.9,55
Kia  Vios  GL  Negotiable,1146437.16,118802.7,55
Geely CX-5 GLX Negotiable,952257.81,123089.7,55
GEELY MONTERO SPORT GXL NEGOTIABLE,1063472.25,114580.3,55
foton hr-v mt negotiable,1040255.87,129336.3,55
Mitsubishi  Sportage  AT  Certified,1049609.13,124991.9,55
hyundai cx-5 sport negotiable,1065999.7,127216.6,55
Nissan Accent LE Negotiable,1178233.28,112570.2,55
Kia BR-V VGT Negotiable,981567.14,122931.6,55
Mitsubishi  Mirage  GLX  Certified,1201781.51,138050.2,55
Isuzu  EcoSport  GL  Negotiable,1115495.87,136979.1,55
Toyota  Accent  LE  URGENT,966934.52,141996.7,55
Geely  Picanto  GL  Preowned,1040187.33,119669.6,55
chevrolet cx-5 xle negotiable,1083638.84,116845.7,55
MAZDA CX-5 XLE NEGOTIABLE,1210569.82,128171.1,55
Nissan  BR-V  GL  Certified,1181844.61,128449.3,55
Mitsubishi Ranger Sport Certified,1146787.98,124643.3,55
Chevrolet  Montero  Sport  MT  Negotiable,1050716.44,127005.6,55
hyundai almera le certified,1060805.09,117377.3,55
Honda  Almera  AT  Certified,1119863.99,125359.7,55
Foton Sportage LE URGENT,1082497.16,129387.3,55
Geely  MU-X  XLE  Negotiable,1107344.41,121110.6,55
Honda  HR-V  MT  Preowned,1121739.48,127391.2,55
Nissan Tucson GL Preowned,1076251.99,132855.4,55
chevrolet ecosport gxl certified,1092930.97,117284.7,55
Foton  Wigo  Sport  Negotiable,1172481.4,114369.9,55
Foton  D-Max  Sport  Preowned,1017550.84,112307.9,55
Nissan  CX-5  LE  Certified,931012.22,124992.5,55
MG ACCENT XLE NEGOTIABLE,913368.26,131639.1,55
hyundai accent gxl negotiable,1157681.87,127244.2,55
Mazda Civic XLE Negotiable,987047.09,140824.3,55
Honda Almera MT Negotiable,1051394.47,124067.4,55
Mazda  Ertiga  LE  Certified,972851.13,120348.9,55
Isuzu Picanto XLE Negotiable,1099657.94,113481.7,55
Nissan  EcoSport  GL  Preowned,1123668.67,112657.5,55
Honda  HR-V  GLX  Preowned,1120599.55,111104.1,55
FOTON SPORTAGE GLX NEGOTIABLE,1025681.42,113819.0,55
nissan cx-5 vgt negotiable,1046961.74,123014.4,55
TOYOTA SPORTAGE XLE NEGOTIABLE,946001.62,134546.5,55
Isuzu  Picanto  LE  Certified,1121196.08,109809.4,55
